local_ID,TR,Season,STOR_ID,Contracted_MW,BM_NBM,C_F_PF,Response_Time,Availability_Price,Utilisation_Price,Accepted,Location,All_or_Nothing,indexation
2107,TR28,11.6,551,6,NBM,PF,15,4,180,FALSE,Multiple,FALSE,FALSE
2108,TR28,11.6,619,7,NBM,PF,15,4.5,180,FALSE,Multiple,FALSE,FALSE
2109,TR28,11.6,620,9,NBM,PF,15,5.5,180,FALSE,Multiple,FALSE,FALSE
2110,TR28,11.6,621,4,NBM,PF,15,6,180,FALSE,Multiple,FALSE,FALSE
2111,TR28,11.6,129,44,NBM,PF,18,1.29,119,FALSE,South,FALSE,FALSE
2112,TR28,11.6,114,46,NBM,PF,18,1.29,119,FALSE,South,FALSE,FALSE
2113,TR28,11.6,99,43,NBM,PF,18,1.49,119,FALSE,South,FALSE,FALSE
2114,TR28,11.6,79,46,NBM,PF,18,1.49,119,FALSE,North,FALSE,FALSE
2115,TR28,11.6,507,50,NBM,PF,18,1.49,119,FALSE,North,FALSE,FALSE
2116,TR28,11.6,561,4,NBM,PF,20,1.19,119,FALSE,North,FALSE,FALSE
2117,TR28,11.6,691,6,NBM,PF,20,1.49,99,FALSE,North,FALSE,FALSE
2118,TR28,11.6,171,5,NBM,PF,20,1.49,119,FALSE,North,FALSE,FALSE
2119,TR28,11.6,172,5,NBM,PF,20,1.79,99,FALSE,North,FALSE,FALSE
2120,TR28,11.6,562,6,NBM,PF,20,1.79,99,FALSE,South,FALSE,FALSE
2121,TR28,11.6,81,44,NBM,PF,40,1.19,99,FALSE,North,FALSE,FALSE
2122,TR28,11.6,80,44,NBM,PF,40,1.19,99,FALSE,North,FALSE,FALSE
2123,TR28,11.6,694,4,NBM,C,9,10.95,91.5,FALSE,North,TRUE,FALSE
2124,TR28,11.6,695,4,NBM,C,9,10.95,91.5,FALSE,North,TRUE,FALSE
2125,TR28,11.6,693,4,NBM,C,9,10.95,91.5,FALSE,North,TRUE,FALSE
2126,TR28,11.6,696,4,NBM,C,9,10.95,91.5,FALSE,North,TRUE,FALSE
2127,TR28,11.6,681,7,NBM,C,9,29,74,FALSE,North,FALSE,FALSE
2128,TR28,11.6,33,16,NBM,C,14,12.5,125,FALSE,North,TRUE,FALSE
2129,TR28,11.6,682,6,NBM,C,15,29,75,FALSE,South,FALSE,FALSE
2130,TR28,11.6,683,7,NBM,C,15,29,75,FALSE,South,FALSE,FALSE
2131,TR28,11.6,680,10,NBM,C,15,36,73,FALSE,South,FALSE,FALSE
2132,TR28,11.6,91,39,NBM,C,18,14.65,94.89,FALSE,North,TRUE,FALSE
2133,TR28,11.6,701,41,NBM,C,18,16.98,93.89,FALSE,South,TRUE,FALSE
2134,TR28,11.6,117,25,BM,C,5,12.75,180,FALSE,South,TRUE,FALSE
2135,TR28,11.6,116,25,BM,C,5,12.75,180,FALSE,South,TRUE,FALSE
2136,TR28,11.6,112,50,BM,C,5,12.75,180,FALSE,South,TRUE,FALSE
2137,TR28,11.6,115,25,BM,C,5,12.75,180,FALSE,South,TRUE,FALSE
2138,TR28,11.6,113,50,BM,C,5,12.75,180,FALSE,South,TRUE,FALSE
2139,TR28,11.6,118,25,BM,C,5,12.75,180,FALSE,South,TRUE,FALSE
2140,TR28,11.6,72,20,BM,C,8,9,178,FALSE,North,TRUE,FALSE
2141,TR28,11.6,137,90,BM,C,11,15,140,FALSE,North,TRUE,FALSE
2142,TR28,11.6,121,300,BM,C,11,16,145,FALSE,North,TRUE,FALSE
2143,TR28,11.6,17,132,BM,C,16,13,225,FALSE,South,TRUE,FALSE
2144,TR28,11.6,329,99,BM,C,18,15.97,165,FALSE,North,TRUE,FALSE
2145,TR28,11.6,361,235,BM,C,19,10.13,170,FALSE,South,TRUE,FALSE
2146,TR28,11.6,330,9,NBM,PF,6,1.5,139.98,TRUE,Multiple,FALSE,FALSE
2147,TR28,11.6,340,7,NBM,PF,6,2.1,128.37,TRUE,Multiple,FALSE,FALSE
2148,TR28,11.6,154,10,NBM,PF,6,2.1,132.88,TRUE,North,FALSE,FALSE
2149,TR28,11.6,241,6,NBM,PF,6,2.25,94.94,TRUE,Multiple,FALSE,FALSE
2150,TR28,11.6,189,5,NBM,PF,6,2.25,94.94,TRUE,South,FALSE,FALSE
2151,TR28,11.6,140,3,NBM,PF,6,2.5,127.42,TRUE,Multiple,FALSE,FALSE
2152,TR28,11.6,190,12,NBM,PF,6,2.5,127.42,TRUE,South,FALSE,FALSE
2153,TR28,11.6,141,3,NBM,PF,6,2.9,128.42,TRUE,Multiple,FALSE,FALSE
2154,TR28,11.6,240,12,NBM,PF,6,2.9,128.42,TRUE,Multiple,FALSE,FALSE
2155,TR28,11.6,556,6,NBM,PF,8,1.5,132.41,TRUE,Multiple,FALSE,FALSE
2156,TR28,11.6,336,5,NBM,PF,8,1.8,128.39,TRUE,North,FALSE,FALSE
2157,TR28,11.6,335,12,NBM,PF,8,1.8,137.92,TRUE,Multiple,FALSE,FALSE
2158,TR28,11.6,337,3,NBM,PF,8,2.1,132.42,TRUE,Multiple,FALSE,FALSE
2159,TR28,11.6,38,8,NBM,PF,8,2.25,118.88,TRUE,North,FALSE,FALSE
2160,TR28,11.6,342,3,NBM,PF,8,2.5,121.92,TRUE,Multiple,FALSE,FALSE
2161,TR28,11.6,557,6,NBM,PF,8,2.5,138.89,TRUE,Multiple,FALSE,FALSE
2162,TR28,11.6,565,8,NBM,PF,8,2.7,103.93,TRUE,Multiple,FALSE,FALSE
2163,TR28,11.6,37,8,NBM,PF,8,2.7,113.98,TRUE,Multiple,FALSE,FALSE
2164,TR28,11.6,339,5,NBM,PF,8,2.9,128.42,TRUE,Multiple,FALSE,FALSE
2165,TR28,11.6,341,8,NBM,PF,8,3.1,123.97,TRUE,Multiple,FALSE,FALSE
2166,TR28,11.6,423,6,NBM,PF,8,3.1,123.97,TRUE,South,FALSE,FALSE
2167,TR28,11.6,568,9,NBM,PF,8,3.24,106.95,TRUE,Multiple,FALSE,FALSE
2168,TR28,11.6,569,9,NBM,PF,8,3.24,116.94,TRUE,Multiple,FALSE,FALSE
2169,TR28,11.6,75,3,NBM,PF,8,3.51,82.88,TRUE,South,FALSE,FALSE
2170,TR28,11.6,700,6,NBM,PF,9,1,125,TRUE,North,FALSE,FALSE
2171,TR28,11.6,162,6,NBM,PF,10,2.7,92.91,TRUE,South,FALSE,FALSE
2172,TR28,11.6,161,5,NBM,PF,10,2.7,92.91,TRUE,South,FALSE,FALSE
2173,TR28,11.6,521,6,NBM,PF,10,2.77,97.96,TRUE,Multiple,FALSE,FALSE
2174,TR28,11.6,520,5,NBM,PF,10,2.77,97.96,TRUE,Multiple,FALSE,FALSE
2175,TR28,11.6,566,8,NBM,PF,10,3.15,95.99,TRUE,Multiple,FALSE,FALSE
2176,TR28,11.6,567,9,NBM,PF,10,3.6,91.98,TRUE,Multiple,FALSE,FALSE
2177,TR28,11.6,574,3,NBM,PF,12,2.43,78.95,TRUE,Multiple,FALSE,FALSE
2178,TR28,11.6,517,7,NBM,PF,12,2.43,84.98,TRUE,Multiple,FALSE,FALSE
2179,TR28,11.6,159,3,NBM,PF,12,2.97,77.43,TRUE,South,FALSE,FALSE
2180,TR28,11.6,346,3,NBM,PF,12,2.97,77.43,TRUE,Multiple,FALSE,FALSE
2181,TR28,11.6,421,5,NBM,PF,12,2.97,83.38,TRUE,Multiple,FALSE,FALSE
2182,TR28,11.6,345,10,NBM,PF,12,2.97,83.38,TRUE,South,FALSE,FALSE
2183,TR28,11.6,347,3,NBM,PF,12,3.42,82.93,TRUE,Multiple,FALSE,FALSE
2184,TR28,11.6,76,8,NBM,PF,12,3.42,82.93,TRUE,South,FALSE,FALSE
2185,TR28,11.6,160,3,NBM,PF,12,3.51,75.92,TRUE,South,FALSE,FALSE
2186,TR28,11.6,354,3,NBM,PF,12,3.51,81.98,TRUE,Multiple,FALSE,FALSE
2187,TR28,11.6,516,6,NBM,PF,12,3.51,81.98,TRUE,Multiple,FALSE,FALSE
2188,TR28,11.6,572,3,NBM,PF,12,4.05,67.89,TRUE,Multiple,FALSE,FALSE
2189,TR28,11.6,571,3,NBM,PF,12,4.05,67.89,TRUE,Multiple,FALSE,FALSE
2190,TR28,11.6,344,6,NBM,PF,12,4.05,74.45,TRUE,Multiple,FALSE,FALSE
2191,TR28,11.6,348,4,NBM,PF,12,4.05,80.42,TRUE,Multiple,FALSE,FALSE
2192,TR28,11.6,424,6,NBM,PF,12,4.05,80.42,TRUE,North,FALSE,FALSE
2193,TR28,11.6,519,9,NBM,PF,12,4.05,86.87,TRUE,Multiple,FALSE,FALSE
2194,TR28,11.6,576,5,NBM,PF,12,4.59,72.91,TRUE,Multiple,FALSE,FALSE
2195,TR28,11.6,575,10,NBM,PF,12,4.59,81.96,TRUE,Multiple,FALSE,FALSE
2196,TR28,11.6,570,6,NBM,PF,12,4.59,81.96,TRUE,Multiple,FALSE,FALSE
2197,TR28,11.6,518,8,NBM,PF,12,5.13,71.88,TRUE,Multiple,FALSE,FALSE
2198,TR28,11.6,586,5,NBM,PF,14,8.5,175,TRUE,Multiple,FALSE,FALSE
2199,TR28,11.6,74,5,NBM,PF,15,3.24,87.99,TRUE,North,FALSE,FALSE
2200,TR28,11.6,515,4,NBM,F,15,1,69,TRUE,North,FALSE,FALSE
2201,TR28,11.6,534,5,NBM,F,15,1,69,TRUE,North,FALSE,FALSE
2202,TR28,11.6,535,11,NBM,F,15,1,69,TRUE,North,FALSE,FALSE
2203,TR28,11.6,447,3,NBM,F,15,1,69,TRUE,North,FALSE,FALSE
2204,TR28,11.6,270,7,NBM,C,6,4,125,TRUE,South,FALSE,FALSE
2205,TR28,11.6,331,7,NBM,C,6,4.4,126.91,TRUE,Multiple,FALSE,FALSE
2206,TR28,11.6,16,5,NBM,C,10,4,125,TRUE,South,FALSE,FALSE
2207,TR28,11.6,56,14,NBM,C,12,4,175,TRUE,South,FALSE,FALSE
2208,TR28,11.6,502,3,NBM,C,15,4,160,TRUE,Multiple,FALSE,FALSE
2209,TR28,11.6,474,3,NBM,C,15,4,160,TRUE,Multiple,TRUE,FALSE
2210,TR28,11.6,501,3,NBM,C,15,4,160,TRUE,Multiple,FALSE,FALSE
2211,TR28,11.6,503,3,NBM,C,15,4,160,TRUE,Multiple,FALSE,FALSE
2212,TR28,11.6,475,15,NBM,C,15,4,170,TRUE,Multiple,TRUE,FALSE
2213,TR28,11.6,500,15,NBM,C,15,4,180,TRUE,Multiple,FALSE,FALSE
2214,TR28,11.6,192,5,NBM,C,15,4,180,TRUE,Multiple,FALSE,FALSE
2215,TR28,11.6,505,5,NBM,C,15,4.5,160,TRUE,Multiple,TRUE,FALSE
2216,TR28,11.6,194,6,NBM,C,15,4.5,170,TRUE,Multiple,FALSE,FALSE
2217,TR28,11.6,504,4,NBM,C,15,4.5,180,TRUE,Multiple,TRUE,FALSE
2218,TR28,11.6,417,10,NBM,C,15,4.5,180,TRUE,Multiple,FALSE,FALSE
2219,TR28,11.6,193,4,NBM,C,15,4.5,180,TRUE,Multiple,FALSE,FALSE
2220,TR28,11.6,299,4,NBM,C,15,4.5,180,TRUE,South,FALSE,FALSE
2221,TR28,11.6,418,4,NBM,C,15,4.5,180,TRUE,Multiple,FALSE,FALSE
2222,TR28,11.6,195,3,NBM,C,15,4.5,180,TRUE,North,FALSE,FALSE
2223,TR28,11.6,328,4,NBM,C,15,4.5,180,TRUE,Multiple,FALSE,FALSE
2224,TR28,11.6,420,7,NBM,C,15,4.5,180,TRUE,Multiple,FALSE,FALSE
2225,TR28,11.6,419,3,NBM,C,15,4.5,180,TRUE,Multiple,FALSE,FALSE
2226,TR28,11.6,471,4,NBM,C,15,5,160,TRUE,Multiple,FALSE,FALSE
2227,TR28,11.6,543,3,NBM,C,15,5,160,TRUE,Multiple,TRUE,FALSE
2228,TR28,11.6,544,3,NBM,C,15,5,160,TRUE,Multiple,TRUE,FALSE
2229,TR28,11.6,545,3,NBM,C,15,5,160,TRUE,Multiple,TRUE,FALSE
2230,TR28,11.6,472,8,NBM,C,15,5,170,TRUE,Multiple,FALSE,FALSE
2231,TR28,11.6,531,4,NBM,C,15,5,170,TRUE,Multiple,TRUE,FALSE
2232,TR28,11.6,470,3,NBM,C,15,5,180,TRUE,Multiple,FALSE,FALSE
2233,TR28,11.6,473,5,NBM,C,15,5,180,TRUE,Multiple,FALSE,FALSE
2234,TR28,11.6,542,6,NBM,C,15,5,180,TRUE,Multiple,TRUE,FALSE
2235,TR28,11.6,469,6,NBM,C,15,5,190,TRUE,Multiple,FALSE,FALSE
2236,TR28,11.6,546,3,NBM,C,15,5.5,160,TRUE,Multiple,TRUE,FALSE
2237,TR28,11.6,547,9,NBM,C,15,5.5,180,TRUE,Multiple,TRUE,FALSE
2238,TR28,11.6,549,5,NBM,C,15,6,170,TRUE,Multiple,TRUE,FALSE
2239,TR28,11.6,548,4,NBM,C,15,6,180,TRUE,Multiple,TRUE,FALSE
2240,TR28,11.6,550,7,NBM,C,15,6,180,TRUE,Multiple,TRUE,FALSE
2241,TR28,11.6,632,3,NBM,C,15,10,160,TRUE,Multiple,FALSE,FALSE
2242,TR28,11.6,626,4,NBM,C,15,10,160,TRUE,Multiple,FALSE,FALSE
2243,TR28,11.6,629,5,NBM,C,15,10,160,TRUE,Multiple,FALSE,FALSE
2244,TR28,11.6,633,4,NBM,C,15,10,170,TRUE,Multiple,FALSE,FALSE
2245,TR28,11.6,627,3,NBM,C,15,10,170,TRUE,Multiple,FALSE,FALSE
2246,TR28,11.6,630,9,NBM,C,15,10,170,TRUE,Multiple,FALSE,FALSE
2247,TR28,11.6,623,12,NBM,C,15,10,180,TRUE,Multiple,FALSE,FALSE
2248,TR28,11.6,631,4,NBM,C,15,10,180,TRUE,Multiple,FALSE,FALSE
2249,TR28,11.6,628,3,NBM,C,15,10,180,TRUE,Multiple,FALSE,FALSE
2250,TR28,11.6,622,11,NBM,C,15,10,180,TRUE,Multiple,FALSE,FALSE
2251,TR28,11.6,625,14,NBM,C,15,10,180,TRUE,Multiple,FALSE,FALSE
2252,TR28,11.6,624,13,NBM,C,15,10,190,TRUE,Multiple,FALSE,FALSE
2253,TR28,11.6,87,18,BM,C,6,6,180,TRUE,South,TRUE,FALSE
2254,TR28,11.6,85,18,BM,C,6,6,180,TRUE,South,TRUE,FALSE
2255,TR28,11.6,86,18,BM,C,6,6,180,TRUE,South,TRUE,FALSE
2256,TR28,11.6,71,20,BM,C,8,6.4,178,TRUE,North,TRUE,FALSE
2257,TR28,11.6,313,15,BM,C,18,6,180,TRUE,South,TRUE,FALSE
2258,TR28,11.6,359,140,BM,C,19,8.88,167,TRUE,South,TRUE,FALSE
2259,TR28,11.6,585,31,BM,C,20,4.5,185,TRUE,South,FALSE,FALSE
